AD_51_CA_80,Absolute
59_84_B4_11,Cop_Racing
9D_2A_83_F9,Crash_Escapes
37_37_BE_BB,Deducted_Shield
6E_4B_52_BD,Disallowed_Currently
A4_0F_F0_DE,Distance_Driven
22_D0_19_1D,Distortion_Amount
7C_8D_4B_35,Endless_Environment
3E_CA_B9_FA,Engine_Load
E3_8E_D6_51,Engine_On
C3_5F_A0_EF,Equipment_Vehicle
BE_2A_61_53,Fade_In
E1_68_0F_A5,Fade_Out
B1_C1_AF_77,Focus_Distance
A1_03_83_60,Jumps_Found
F5_2F_9C_EA,Landing_Damage
0D_06_C0_D1,Minimum_Damage
EA_8D_CB_89,Mixing_Group
D9_BA_BF_31,Mixing_Groups
2B_BE_15_3D,Motion_Blur
A8_49_0F_EA,On_Entry
5A_1D_2A_22,On_Finish
A5_F3_9E_DD,Opposing_Team
25_0B_74_2A,Output_Channels
42_78_A9_F0,Panning_Angle
A3_3C_27_9F,Peak_Frequency
BF_6D_8C_74,Peak_Gain
15_60_A7_E9,Play_Once
78_3C_7C_13,Players_An
DB_C3_92_C8,Pursuits_Evaded
0D_C2_60_0D,Rank_Image
0A_6E_98_E8,Rolling_Waves
E7_C7_2E_CE,Scoring_Player
74_38_8E_CB,Scoring_Team
EE_62_F0_71,Scraping_Waves
D8_5E_85_42,Self_Inflicted
66_AC_39_82,Speech_Events
A3_A6_37_69,Speech_Stream
7C_74_9E_0C,Surface_Collisions
89_67_9E_01,Time_Period
86_9D_47_30,Time_Played
92_7C_59_5C,Times_Busted
1F_DD_76_C8,Times_Wrecked
79_6B_46_DB,Trigger_Probability
8F_FC_5D_0E,Victim_Player
